Approved symbol,Approved name,Status,Chromosome,Ensembl gene ID,Mitochondria,chr,arm,pos
PRR13P2,proline rich 13 pseudogene 2,Approved,11p15.4,ENSG00000254884,no,11,p,15.4
RBMXL2,RBMX like 2,Approved,11p15.4,ENSG00000170748,no,11,p,15.4
RDXP1,RDX pseudogene 1,Approved,11p15.4,ENSG00000255387,no,11,p,15.4
RHOG,ras homolog family member G,Approved,11p15.4,ENSG00000177105,no,11,p,15.4
RIC3,RIC3 acetylcholine receptor chaperone,Approved,11p15.4,ENSG00000166405,no,11,p,15.4
RIC3-DT,RIC3 divergent transcript,Approved,11p15.4,ENSG00000246820,no,11,p,15.4
RN7SKP50,RN7SK pseudogene 50,Approved,11p15.4,ENSG00000201564,no,11,p,15.4
RNA5SP329,"RNA, 5S ribosomal pseudogene 329",Approved,11p15.4,ENSG00000202147,no,11,p,15.4
RNA5SP330,"RNA, 5S ribosomal pseudogene 330",Approved,11p15.4,ENSG00000252905,no,11,p,15.4
RNU1-91P,"RNA, U1 small nuclear 91, pseudogene",Approved,11p15.4,ENSG00000201616,no,11,p,15.4
RNU6-943P,"RNA, U6 small nuclear 943, pseudogene",Approved,11p15.4,ENSG00000252769,no,11,p,15.4
RNU6-1143P,"RNA, U6 small nuclear 1143, pseudogene",Approved,11p15.4,ENSG00000251934,no,11,p,15.4
RNU6ATAC33P,"RNA, U6atac small nuclear 33, pseudogene",Approved,11p15.4,ENSG00000221574,no,11,p,15.4
RNU7-28P,"RNA, U7 small nuclear 28 pseudogene",Approved,11p15.4,ENSG00000252568,no,11,p,15.4
RNU7-50P,"RNA, U7 small nuclear 50 pseudogene",Approved,11p15.4,ENSG00000238304,no,11,p,15.4
RPL7AP55,ribosomal protein L7a pseudogene 55,Approved,11p15.4,ENSG00000241008,no,11,p,15.4
RPL23AP65,ribosomal protein L23a pseudogene 65,Approved,11p15.4,ENSG00000243964,no,11,p,15.4
RPL27A,ribosomal protein L27a,Approved,11p15.4,ENSG00000166441,no,11,p,15.4
RPS3AP39,RPS3A pseudogene 39,Approved,11p15.4,ENSG00000237226,no,11,p,15.4
RPS24P14,ribosomal protein S24 pseudogene 14,Approved,11p15.4,ENSG00000223688,no,11,p,15.4
RPS29P20,ribosomal protein S29 pseudogene 20,Approved,11p15.4,ENSG00000240385,no,11,p,15.4
RRM1,ribonucleotide reductase catalytic subunit M1,Approved,11p15.4,ENSG00000167325,no,11,p,15.4
RRM1-AS1,RRM1 antisense RNA 1,Approved,11p15.4,ENSG00000255276,no,11,p,15.4
RRP8,ribosomal RNA processing 8,Approved,11p15.4,ENSG00000132275,no,11,p,15.4
SBF2,SET binding factor 2,Approved,11p15.4,ENSG00000133812,no,11,p,15.4
SBF2-AS1,SBF2 antisense RNA 1,Approved,11p15.4,ENSG00000246273,no,11,p,15.4
SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",Approved,11p15.4,ENSG00000175356,no,11,p,15.4
SLC22A18,solute carrier family 22 member 18,Approved,11p15.4,ENSG00000110628,no,11,p,15.4
SLC22A18AS,SLC22A18 antisense RNA,Approved,11p15.4,ENSG00000254827,no,11,p,15.4
SMPD1,sphingomyelin phosphodiesterase 1,Approved,11p15.4,ENSG00000166311,no,11,p,15.4
SNORA3A,"small nucleolar RNA, H/ACA box 3A",Approved,11p15.4,ENSG00000200983,no,11,p,15.4
SNORA3B,"small nucleolar RNA, H/ACA box 3B",Approved,11p15.4,ENSG00000212607,no,11,p,15.4
SNORA23,"small nucleolar RNA, H/ACA box 23",Approved,11p15.4,ENSG00000201998,no,11,p,15.4
SNORA54,"small nucleolar RNA, H/ACA box 54",Approved,11p15.4,ENSG00000207008,no,11,p,15.4
SNRPCP5,small nuclear ribonucleoprotein polypeptide C pseudogene 5,Approved,11p15.4,ENSG00000255522,no,11,p,15.4
SSU72P2,SSU72 pseudogene 2,Approved,11p15.4,ENSG00000284306,no,11,p,15.4
SSU72P3,SSU72 pseudogene 3,Approved,11p15.4,ENSG00000284546,no,11,p,15.4
SSU72P4,SSU72 pseudogene 4,Approved,11p15.4,ENSG00000283873,no,11,p,15.4
SSU72P5,SSU72 pseudogene 5,Approved,11p15.4,ENSG00000284018,no,11,p,15.4
SSU72P6,SSU72 pseudogene 6,Approved,11p15.4,ENSG00000236175,no,11,p,15.4
SSU72P7,SSU72 pseudogene 7,Approved,11p15.4,ENSG00000284438,no,11,p,15.4
STIM1,stromal interaction molecule 1,Approved,11p15.4,ENSG00000167323,no,11,p,15.4
STIM1-AS1,STIM1 antisense RNA 1,Approved,11p15.4,ENSG00000228661,no,11,p,15.4
STK33,serine/threonine kinase 33,Approved,11p15.4,ENSG00000130413,no,11,p,15.4
SWAP70,switching B cell complex subunit SWAP70,Approved,11p15.4,ENSG00000133789,no,11,p,15.4
SYT9,synaptotagmin 9,Approved,11p15.4,ENSG00000170743,no,11,p,15.4
SYT9-AS1,SYT9 antisense RNA 1,Approved,11p15.4,ENSG00000251364,no,11,p,15.4
TAF10,TATA-box binding protein associated factor 10,Approved,11p15.4,ENSG00000166337,no,11,p,15.4
TIMM10B,translocase of inner mitochondrial membrane 10B,Approved,11p15.4,ENSG00000132286,no,11,p,15.4
TMEM9B,TMEM9 domain family member B,Approved,11p15.4,ENSG00000175348,no,11,p,15.4
TMEM9B-AS1,TMEM9B antisense RNA 1,Approved,11p15.4,ENSG00000254860,no,11,p,15.4
TMEM41B,transmembrane protein 41B,Approved,11p15.4,ENSG00000166471,no,11,p,15.4
TPP1,tripeptidyl peptidase 1,Approved,11p15.4,ENSG00000166340,no,11,p,15.4
TRIM3,tripartite motif containing 3,Approved,11p15.4,ENSG00000110171,no,11,p,15.4
TRIM5,tripartite motif containing 5,Approved,11p15.4,ENSG00000132256,no,11,p,15.4
TRIM6,tripartite motif containing 6,Approved,11p15.4,ENSG00000121236,no,11,p,15.4
TRIM6-TRIM34,TRIM6-TRIM34 readthrough,Approved,11p15.4,ENSG00000258588,no,11,p,15.4
TRIM21,tripartite motif containing 21,Approved,11p15.4,ENSG00000132109,no,11,p,15.4
TRIM22,tripartite motif containing 22,Approved,11p15.4,ENSG00000132274,no,11,p,15.4
TRIM34,tripartite motif containing 34,Approved,11p15.4,ENSG00000258659,no,11,p,15.4
TRIM66,tripartite motif containing 66,Approved,11p15.4,ENSG00000166436,no,11,p,15.4
TRIM68,tripartite motif containing 68,Approved,11p15.4,ENSG00000167333,no,11,p,15.4
TRPC2,transient receptor potential cation channel subfamily C member 2 (pseudogene),Approved,11p15.4,ENSG00000182048,no,11,p,15.4
TSSC2,tumor suppressing subtransferable candidate 2 (pseudogene),Approved,11p15.4,ENSG00000223756,no,11,p,15.4
TUB,TUB bipartite transcription factor,Approved,11p15.4,ENSG00000166402,no,11,p,15.4
TUB-AS1,TUB antisense RNA 1,Approved,11p15.4,ENSG00000248332,no,11,p,15.4
UBQLN3,ubiquilin 3,Approved,11p15.4,ENSG00000175520,no,11,p,15.4
UBQLNL,ubiquilin like,Approved,11p15.4,ENSG00000175518,no,11,p,15.4
WEE1,WEE1 G2 checkpoint kinase,Approved,11p15.4,ENSG00000166483,no,11,p,15.4
XNDC1CP,"XRCC1 N-terminal domain containing 1, C-terminal like pseudogene",Approved,11p15.4,ENSG00000289718,no,11,p,15.4
ZBED5,zinc finger BED-type containing 5,Approved,11p15.4,ENSG00000236287,no,11,p,15.4
ZBED5-AS1,ZBED5 antisense RNA 1,Approved,11p15.4,ENSG00000247271,no,11,p,15.4
ZNF143,zinc finger protein 143,Approved,11p15.4,ENSG00000166478,no,11,p,15.4
ZNF214,zinc finger protein 214,Approved,11p15.4,ENSG00000149050,no,11,p,15.4
ZNF215,zinc finger protein 215,Approved,11p15.4,ENSG00000149054,no,11,p,15.4
ANO9,anoctamin 9,Approved,11p15.5,ENSG00000185101,no,11,p,15.5
AP2A2,adaptor related protein complex 2 subunit alpha 2,Approved,11p15.5,ENSG00000183020,no,11,p,15.5
ASCL2,achaete-scute family bHLH transcription factor 2,Approved,11p15.5,ENSG00000183734,no,11,p,15.5
B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4",Approved,11p15.5,ENSG00000182272,no,11,p,15.5
BET1L,Bet1 golgi vesicular membrane trafficking protein like,Approved,11p15.5,ENSG00000177951,no,11,p,15.5
BRSK2,BR serine/threonine kinase 2,Approved,11p15.5,ENSG00000174672,no,11,p,15.5
C11orf21,chromosome 11 open reading frame 21,Approved,11p15.5,ENSG00000110665,no,11,p,15.5
CD81,CD81 molecule,Approved,11p15.5,ENSG00000110651,no,11,p,15.5
CD81-AS1,CD81 antisense RNA 1,Approved,11p15.5,ENSG00000238184,no,11,p,15.5
CD151,CD151 molecule (Raph blood group),Approved,11p15.5,ENSG00000177697,no,11,p,15.5
CDHR5,cadherin related family member 5,Approved,11p15.5,ENSG00000099834,no,11,p,15.5
CEND1,cell cycle exit and neuronal differentiation 1,Approved,11p15.5,ENSG00000184524,no,11,p,15.5
CHID1,chitinase domain containing 1,Approved,11p15.5,ENSG00000177830,no,11,p,15.5
CICP23,capicua transcriptional repressor pseudogene 23,Approved,11p15.5,ENSG00000270921,no,11,p,15.5
COX6CP18,cytochrome c oxidase subunit 6C pseudogene 18,Approved,11p15.5,ENSG00000236041,no,11,p,15.5
COX8BP,"cytochrome c oxidase subunit 8B, pseudogene",Approved,11p15.5,ENSG00000289568,no,11,p,15.5
CRACR2B,calcium release activated channel regulator 2B,Approved,11p15.5,ENSG00000177685,no,11,p,15.5
CTSD,cathepsin D,Approved,11p15.5,ENSG00000117984,no,11,p,15.5
DEAF1,DEAF1 transcription factor,Approved,11p15.5,ENSG00000177030,no,11,p,15.5
DRD4,dopamine receptor D4,Approved,11p15.5,ENSG00000069696,no,11,p,15.5
DUSP8,dual specificity phosphatase 8,Approved,11p15.5,ENSG00000184545,no,11,p,15.5
EPS8L2,EPS8 like 2,Approved,11p15.5,ENSG00000177106,no,11,p,15.5
FAM99A,family with sequence similarity 99 member A,Approved,11p15.5,ENSG00000205866,no,11,p,15.5
FAM99B,family with sequence similarity 99 member B,Approved,11p15.5,ENSG00000205865,no,11,p,15.5
GATD1,glutamine amidotransferase class 1 domain containing 1,Approved,11p15.5,ENSG00000177225,no,11,p,15.5
GATD1-DT,GATD1 divergent transcript,Approved,11p15.5,ENSG00000255284,no,11,p,15.5
H19,H19 imprinted maternally expressed transcript,Approved,11p15.5,ENSG00000130600,no,11,p,15.5
HRAS,"HRas proto-oncogene, GTPase",Approved,11p15.5,ENSG00000174775,no,11,p,15.5
IFITM1,interferon induced transmembrane protein 1,Approved,11p15.5,ENSG00000185885,no,11,p,15.5
IFITM2,interferon induced transmembrane protein 2,Approved,11p15.5,ENSG00000185201,no,11,p,15.5
IFITM3,interferon induced transmembrane protein 3,Approved,11p15.5,ENSG00000142089,no,11,p,15.5
IFITM5,interferon induced transmembrane protein 5,Approved,11p15.5,ENSG00000206013,no,11,p,15.5
IFITM10,interferon induced transmembrane protein 10,Approved,11p15.5,ENSG00000244242,no,11,p,15.5
IGF2,insulin like growth factor 2,Approved,11p15.5,ENSG00000167244,no,11,p,15.5
IGF2-AS,IGF2 antisense RNA,Approved,11p15.5,ENSG00000099869,no,11,p,15.5
INS,insulin,Approved,11p15.5,ENSG00000254647,no,11,p,15.5
INS-IGF2,INS-IGF2 readthrough,Approved,11p15.5,ENSG00000129965,no,11,p,15.5
IRF7,interferon regulatory factor 7,Approved,11p15.5,ENSG00000185507,no,11,p,15.5
KCNQ1OT1,KCNQ1 opposite strand/antisense transcript 1,Approved,11p15.5,ENSG00000269821,no,11,p,15.5
KRTAP5-1,keratin associated protein 5-1,Approved,11p15.5,ENSG00000205869,no,11,p,15.5
KRTAP5-2,keratin associated protein 5-2,Approved,11p15.5,ENSG00000205867,no,11,p,15.5
KRTAP5-3,keratin associated protein 5-3,Approved,11p15.5,ENSG00000196224,no,11,p,15.5
KRTAP5-4,keratin associated protein 5-4,Approved,11p15.5,ENSG00000241598,no,11,p,15.5
KRTAP5-5,keratin associated protein 5-5,Approved,11p15.5,ENSG00000185940,no,11,p,15.5
KRTAP5-6,keratin associated protein 5-6,Approved,11p15.5,ENSG00000205864,no,11,p,15.5
KRTAP5-AS1,KRTAP5-1/KRTAP5-2 antisense RNA 1,Approved,11p15.5,ENSG00000233930,no,11,p,15.5
LINC01001,long intergenic non-protein coding RNA 1001,Approved,11p15.5,ENSG00000230724,no,11,p,15.5
LINC01150,long intergenic non-protein coding RNA 1150,Approved,11p15.5,ENSG00000229671,no,11,p,15.5
LINC01219,long intergenic non-protein coding RNA 1219,Approved,11p15.5,ENSG00000232987,no,11,p,15.5
LINC02688,long intergenic non-protein coding RNA 2688,Approved,11p15.5,ENSG00000254872,no,11,p,15.5
LINC02689,long intergenic non-protein coding RNA 2689,Approved,11p15.5,ENSG00000285985,no,11,p,15.5
LINC02708,long intergenic non-protein coding RNA 2708,Approved,11p15.5,ENSG00000227306,no,11,p,15.5
LMNTD2,lamin tail domain containing 2,Approved,11p15.5,ENSG00000185522,no,11,p,15.5
LMNTD2-AS1,LMNTD2 antisense RNA 1,Approved,11p15.5,ENSG00000254815,no,11,p,15.5
LRRC56,leucine rich repeat containing 56,Approved,11p15.5,ENSG00000161328,no,11,p,15.5
LSP1,lymphocyte specific protein 1,Approved,11p15.5,ENSG00000130592,no,11,p,15.5
MIR210,microRNA 210,Approved,11p15.5,ENSG00000199038,no,11,p,15.5
MIR210HG,MIR210 host gene,Approved,11p15.5,ENSG00000247095,no,11,p,15.5
MIR483,microRNA 483,Approved,11p15.5,ENSG00000207805,no,11,p,15.5
MIR675,microRNA 675,Approved,11p15.5,ENSG00000284010,no,11,p,15.5
MOB2,MOB kinase activator 2,Approved,11p15.5,ENSG00000182208,no,11,p,15.5
MRPL23,mitochondrial ribosomal protein L23,Approved,11p15.5,ENSG00000214026,no,11,p,15.5
MRPL23-AS1,MRPL23 antisense RNA 1,Approved,11p15.5,ENSG00000226416,no,11,p,15.5
MUC2,"mucin 2, oligomeric mucus/gel-forming",Approved,11p15.5,ENSG00000198788,no,11,p,15.5
MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",Approved,11p15.5,ENSG00000215182,no,11,p,15.5
MUC5B,"mucin 5B, oligomeric mucus/gel-forming",Approved,11p15.5,ENSG00000117983,no,11,p,15.5
MUC5B-AS1,MUC5B antisense RNA 1,Approved,11p15.5,ENSG00000255177,no,11,p,15.5
MUC6,"mucin 6, oligomeric mucus/gel-forming",Approved,11p15.5,ENSG00000184956,no,11,p,15.5
NLRP6,NLR family pyrin domain containing 6,Approved,11p15.5,ENSG00000174885,no,11,p,15.5
ODF3,outer dense fiber of sperm tails 3,Approved,11p15.5,ENSG00000177947,no,11,p,15.5
OR4F2P,olfactory receptor family 4 subfamily F member 2 pseudogene,Approved,11p15.5,ENSG00000224777,no,11,p,15.5
PANO1,proapoptotic nucleolar protein 1,Approved,11p15.5,ENSG00000288675,no,11,p,15.5
PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase,Approved,11p15.5,ENSG00000142102,no,11,p,15.5
PHRF1,PHD and ring finger domains 1,Approved,11p15.5,ENSG00000070047,no,11,p,15.5
PIDD1,p53-induced death domain protein 1,Approved,11p15.5,ENSG00000177595,no,11,p,15.5
PKP3,plakophilin 3,Approved,11p15.5,ENSG00000184363,no,11,p,15.5
PNPLA2,patatin like phospholipase domain containing 2,Approved,11p15.5,ENSG00000177666,no,11,p,15.5
POLR2L,"RNA polymerase II, I and III subunit L",Approved,11p15.5,ENSG00000177700,no,11,p,15.5
PRR33,proline rich 33,Approved,11p15.5,ENSG00000283787,no,11,p,15.5
PSMD13,"proteasome 26S subunit, non-ATPase 13",Approved,11p15.5,ENSG00000185627,no,11,p,15.5
PTDSS2,phosphatidylserine synthase 2,Approved,11p15.5,ENSG00000174915,no,11,p,15.5
RASSF7,Ras association domain family member 7,Approved,11p15.5,ENSG00000099849,no,11,p,15.5
RIC8A,RIC8 guanine nucleotide exchange factor A,Approved,11p15.5,ENSG00000177963,no,11,p,15.5
RN7SL838P,"RNA, 7SL, cytoplasmic 838, pseudogene",Approved,11p15.5,ENSG00000243562,no,11,p,15.5
RNH1,ribonuclease/angiogenin inhibitor 1,Approved,11p15.5,ENSG00000023191,no,11,p,15.5
RNU6-447P,"RNA, U6 small nuclear 447, pseudogene",Approved,11p15.5,ENSG00000222225,no,11,p,15.5
RNU6-878P,"RNA, U6 small nuclear 878, pseudogene",Approved,11p15.5,ENSG00000207308,no,11,p,15.5
RNU6-1025P,"RNA, U6 small nuclear 1025, pseudogene",Approved,11p15.5,ENSG00000222561,no,11,p,15.5
RPL26P30,ribosomal protein L26 pseudogene 30,Approved,11p15.5,ENSG00000236264,no,11,p,15.5
RPL36AP39,ribosomal protein L36a pseudogene 39,Approved,11p15.5,ENSG00000230980,no,11,p,15.5
RPLP2,ribosomal protein lateral stalk subunit P2,Approved,11p15.5,ENSG00000177600,no,11,p,15.5
SCGB1C1,secretoglobin family 1C member 1,Approved,11p15.5,ENSG00000188076,no,11,p,15.5
SCT,secretin,Approved,11p15.5,ENSG00000070031,no,11,p,15.5
SIGIRR,single Ig and TIR domain containing,Approved,11p15.5,ENSG00000185187,no,11,p,15.5
SIRT3,sirtuin 3,Approved,11p15.5,ENSG00000142082,no,11,p,15.5
SLC25A22,solute carrier family 25 member 22,Approved,11p15.5,ENSG00000177542,no,11,p,15.5
SNORA52,"small nucleolar RNA, H/ACA box 52",Approved,11p15.5,ENSG00000199785,no,11,p,15.5
SYT8,synaptotagmin 8,Approved,11p15.5,ENSG00000149043,no,11,p,15.5
TALDO1,transaldolase 1,Approved,11p15.5,ENSG00000177156,no,11,p,15.5
TH,tyrosine hydroxylase,Approved,11p15.5,ENSG00000180176,no,11,p,15.5
TMEM80,transmembrane protein 80,Approved,11p15.5,ENSG00000177042,no,11,p,15.5
TNNI2,"troponin I2, fast skeletal type",Approved,11p15.5,ENSG00000130598,no,11,p,15.5
TNNT3,"troponin T3, fast skeletal type",Approved,11p15.5,ENSG00000130595,no,11,p,15.5
TOLLIP,toll interacting protein,Approved,11p15.5,ENSG00000078902,no,11,p,15.5
TOLLIP-DT,TOLLIP divergent transcript,Approved,11p15.5,ENSG00000255153,no,11,p,15.5
TRPM5,transient receptor potential cation channel subfamily M member 5,Approved,11p15.5,ENSG00000070985,no,11,p,15.5
TSPAN4,tetraspanin 4,Approved,11p15.5,ENSG00000214063,no,11,p,15.5
TSPAN32,tetraspanin 32,Approved,11p15.5,ENSG00000064201,no,11,p,15.5
TSSC4,tumor suppressing subtransferable candidate 4,Approved,11p15.5,ENSG00000184281,no,11,p,15.5
WBP1LP10,WBP1L pseudogene 10,Approved,11p15.5,ENSG00000253826,no,11,p,15.5
ZNF195,zinc finger protein 195,Approved,11p15.5,ENSG00000005801,no,11,p,15.5
KCNQ1,potassium voltage-gated channel subfamily Q member 1,Approved,11p15.5-p15.4,ENSG00000053918,no,11,p,15.5-p15.4
SNORA70E,"small nucleolar RNA, H/ACA box 70E",Approved,11q,ENSG00000207221,no,11,q,
OR4A2P,olfactory receptor family 4 subfamily A member 2 pseudogene,Approved,11q11,ENSG00000227547,no,11,q,11
OR4A3P,olfactory receptor family 4 subfamily A member 3 pseudogene,Approved,11q11,ENSG00000254464,no,11,q,11
OR4A4P,olfactory receptor family 4 subfamily A member 4 pseudogene,Approved,11q11,ENSG00000254769,no,11,q,11
OR4A5,olfactory receptor family 4 subfamily A member 5,Approved,11q11,ENSG00000221840,no,11,q,11
OR4A6P,olfactory receptor family 4 subfamily A member 6 pseudogene,Approved,11q11,ENSG00000255078,no,11,q,11
OR4A7P,olfactory receptor family 4 subfamily A member 7 pseudogene,Approved,11q11,ENSG00000255349,no,11,q,11
OR4A8,olfactory receptor family 4 subfamily A member 8 (gene/pseudogene),Approved,11q11,ENSG00000225997,no,11,q,11
OR4A9P,olfactory receptor family 4 subfamily A member 9 pseudogene,Approved,11q11,ENSG00000254891,no,11,q,11
OR4A10P,olfactory receptor family 4 subfamily A member 10 pseudogene,Approved,11q11,ENSG00000255493,no,11,q,11
OR4A11P,olfactory receptor family 4 subfamily A member 11 pseudogene,Approved,11q11,ENSG00000254663,no,11,q,11
OR4A12P,olfactory receptor family 4 subfamily A member 12 pseudogene,Approved,11q11,ENSG00000254723,no,11,q,11
OR4A13P,olfactory receptor family 4 subfamily A member 13 pseudogene,Approved,11q11,ENSG00000181950,no,11,q,11
OR4A14P,olfactory receptor family 4 subfamily A member 14 pseudogene,Approved,11q11,ENSG00000254962,no,11,q,11
OR4A15,olfactory receptor family 4 subfamily A member 15,Approved,11q11,ENSG00000181958,no,11,q,11
OR4A16,olfactory receptor family 4 subfamily A member 16,Approved,11q11,ENSG00000181961,no,11,q,11
OR4A17P,olfactory receptor family 4 subfamily A member 17 pseudogene,Approved,11q11,ENSG00000255196,no,11,q,11
OR4A21P,olfactory receptor family 4 subfamily A member 21 pseudogene,Approved,11q11,ENSG00000181943,no,11,q,11
OR4A50P,olfactory receptor family 4 subfamily A member 50 pseudogene,Approved,11q11,ENSG00000255294,no,11,q,11
OR4C1P,olfactory receptor family 4 subfamily C member 1 pseudogene,Approved,11q11,ENSG00000254576,no,11,q,11
OR4C6,olfactory receptor family 4 subfamily C member 6,Approved,11q11,ENSG00000181903,no,11,q,11
OR4C7P,olfactory receptor family 4 subfamily C member 7 pseudogene,Approved,11q11,ENSG00000255312,no,11,q,11
OR4C11,olfactory receptor family 4 subfamily C member 11,Approved,11q11,ENSG00000172188,no,11,q,11
OR4C14P,olfactory receptor family 4 subfamily C member 14 pseudogene,Approved,11q11,ENSG00000233301,no,11,q,11
OR4C15,olfactory receptor family 4 subfamily C member 15,Approved,11q11,ENSG00000181939,no,11,q,11
OR4C16,olfactory receptor family 4 subfamily C member 16,Approved,11q11,ENSG00000279514,no,11,q,11
OR4C46,olfactory receptor family 4 subfamily C member 46,Approved,11q11,ENSG00000185926,no,11,q,11
OR4C50P,olfactory receptor family 4 subfamily C member 50 pseudogene,Approved,11q11,ENSG00000237610,no,11,q,11
OR4P1P,olfactory receptor family 4 subfamily P member 1 pseudogene,Approved,11q11,ENSG00000188439,no,11,q,11
OR4P4,olfactory receptor family 4 subfamily P member 4,Approved,11q11,ENSG00000181927,no,11,q,11
OR4R2P,olfactory receptor family 4 subfamily R member 2 pseudogene,Approved,11q11,ENSG00000255560,no,11,q,11
OR4S2,olfactory receptor family 4 subfamily S member 2,Approved,11q11,ENSG00000174982,no,11,q,11
OR4V1P,olfactory receptor family 4 subfamily V member 1 pseudogene,Approved,11q11,ENSG00000254841,no,11,q,11
OR4X7P,olfactory receptor family 4 subfamily X member 7 pseudogene,Approved,11q11,ENSG00000255077,no,11,q,11
OR5D2P,olfactory receptor family 5 subfamily D member 2 pseudogene,Approved,11q11,ENSG00000254457,no,11,q,11
OR5D3P,olfactory receptor family 5 subfamily D member 3 pseudogene,Approved,11q11,ENSG00000186886,no,11,q,11
OR5D13,olfactory receptor family 5 subfamily D member 13,Approved,11q11,ENSG00000279761,no,11,q,11
OR5D14,olfactory receptor family 5 subfamily D member 14,Approved,11q11,ENSG00000186113,no,11,q,11
OR5D15P,olfactory receptor family 5 subfamily D member 15 pseudogene,Approved,11q11,ENSG00000255019,no,11,q,11
